,Character,movie_number,spacy_tokens,identified_names,character_counts
2300,HARRY,film 2,goyle,Lily J. Potter,2
2301,HARRY,film 2,goyle,Lucius Malfoy,6
2302,HARRY,film 2,goyle,Minerva McGonagall,1
2303,HARRY,film 2,goyle,Molly Weasley,1
2304,HARRY,film 2,goyle,Myrtle Elizabeth Warren Moaning Myrtle,3
2305,HARRY,film 2,goyle,Narcissa Malfoy,6
2306,HARRY,film 2,goyle,Nicholas de Mimsy-Porpington,26
2307,HARRY,film 2,goyle,Oliver Wood,1
2308,HARRY,film 2,goyle,Percy Ignatius Weasley,1
2309,HARRY,film 2,goyle,Ronald Bilius Weasley,1
2310,HARRY,film 2,goyle,Rubeus Hagrid,14
2311,HARRY,film 2,goyle,Salazar Slytherin,5
2312,HARRY,film 2,goyle,Scorpius Hyperion Malfoy,6
2313,HARRY,film 2,goyle,Tom Marvolo Riddle,7
2314,HARRY,film 2,goyle,Vincent Crabbe,2
2315,HARRY,film 2,gryffindor,Aberforth Dumbledore,6
2316,HARRY,film 2,gryffindor,Albus Percival Wulfric Brian Dumbledore,6
2317,HARRY,film 2,gryffindor,Albus Severus Potter,3
2318,HARRY,film 2,gryffindor,Argus Filch,2
2319,HARRY,film 2,gryffindor,Arthur Weasley,1
2320,HARRY,film 2,gryffindor,Bill William Arthur Weasley,1
2321,HARRY,film 2,gryffindor,Charles Weasley,1
2322,HARRY,film 2,gryffindor,Colin Creevey,3
2323,HARRY,film 2,gryffindor,Dobby,13
2324,HARRY,film 2,gryffindor,Draco Malfoy,6
2325,HARRY,film 2,gryffindor,Dudley Dursley,1
2326,HARRY,film 2,gryffindor,Fred Weasley,2
2327,HARRY,film 2,gryffindor,George Weasley,2
2328,HARRY,film 2,gryffindor,Gilderoy Lockhart,2
2329,HARRY,film 2,gryffindor,Ginevra Ginny Molly Weasley,8
2330,HARRY,film 2,gryffindor,Godric Gryffindor,1
2331,HARRY,film 2,gryffindor,Gregory Goyle,1
2332,HARRY,film 2,gryffindor,Harry James Potter,2
2333,HARRY,film 2,gryffindor,Hermione Jean Granger,11
2334,HARRY,film 2,gryffindor,James Potter,2
2335,HARRY,film 2,gryffindor,James Sirius Potter,2
2336,HARRY,film 2,gryffindor,Justin Finch-Fletchley,2
2337,HARRY,film 2,gryffindor,Lily J. Potter,2
2338,HARRY,film 2,gryffindor,Lucius Malfoy,6
2339,HARRY,film 2,gryffindor,Minerva McGonagall,1
2340,HARRY,film 2,gryffindor,Molly Weasley,1
2341,HARRY,film 2,gryffindor,Myrtle Elizabeth Warren Moaning Myrtle,3
2342,HARRY,film 2,gryffindor,Narcissa Malfoy,6
2343,HARRY,film 2,gryffindor,Nicholas de Mimsy-Porpington,26
2344,HARRY,film 2,gryffindor,Oliver Wood,1
2345,HARRY,film 2,gryffindor,Percy Ignatius Weasley,1
2346,HARRY,film 2,gryffindor,Ronald Bilius Weasley,1
2347,HARRY,film 2,gryffindor,Rubeus Hagrid,14
2348,HARRY,film 2,gryffindor,Salazar Slytherin,5
2349,HARRY,film 2,gryffindor,Scorpius Hyperion Malfoy,6
2350,HARRY,film 2,gryffindor,Tom Marvolo Riddle,7
2351,HARRY,film 2,gryffindor,Vincent Crabbe,2
2352,HARRY,film 2,hagrid,Aberforth Dumbledore,84
2353,HARRY,film 2,hagrid,Albus Percival Wulfric Brian Dumbledore,84
2354,HARRY,film 2,hagrid,Albus Severus Potter,42
2355,HARRY,film 2,hagrid,Argus Filch,28
2356,HARRY,film 2,hagrid,Arthur Weasley,14
2357,HARRY,film 2,hagrid,Bill William Arthur Weasley,14
2358,HARRY,film 2,hagrid,Charles Weasley,14
2359,HARRY,film 2,hagrid,Colin Creevey,42
2360,HARRY,film 2,hagrid,Dobby,182
2361,HARRY,film 2,hagrid,Draco Malfoy,84
2362,HARRY,film 2,hagrid,Dudley Dursley,14
2363,HARRY,film 2,hagrid,Fred Weasley,28
2364,HARRY,film 2,hagrid,George Weasley,28
2365,HARRY,film 2,hagrid,Gilderoy Lockhart,28
2366,HARRY,film 2,hagrid,Ginevra Ginny Molly Weasley,112
2367,HARRY,film 2,hagrid,Godric Gryffindor,14
2368,HARRY,film 2,hagrid,Gregory Goyle,14
2369,HARRY,film 2,hagrid,Harry James Potter,28
2370,HARRY,film 2,hagrid,Hermione Jean Granger,154
2371,HARRY,film 2,hagrid,James Potter,28
2372,HARRY,film 2,hagrid,James Sirius Potter,28
2373,HARRY,film 2,hagrid,Justin Finch-Fletchley,28
2374,HARRY,film 2,hagrid,Lily J. Potter,28
2375,HARRY,film 2,hagrid,Lucius Malfoy,84
2376,HARRY,film 2,hagrid,Minerva McGonagall,14
2377,HARRY,film 2,hagrid,Molly Weasley,14
2378,HARRY,film 2,hagrid,Myrtle Elizabeth Warren Moaning Myrtle,42
2379,HARRY,film 2,hagrid,Narcissa Malfoy,84
2380,HARRY,film 2,hagrid,Nicholas de Mimsy-Porpington,364
2381,HARRY,film 2,hagrid,Oliver Wood,14
2382,HARRY,film 2,hagrid,Percy Ignatius Weasley,14
2383,HARRY,film 2,hagrid,Ronald Bilius Weasley,14
2384,HARRY,film 2,hagrid,Rubeus Hagrid,196
2385,HARRY,film 2,hagrid,Salazar Slytherin,70
2386,HARRY,film 2,hagrid,Scorpius Hyperion Malfoy,84
2387,HARRY,film 2,hagrid,Tom Marvolo Riddle,98
2388,HARRY,film 2,hagrid,Vincent Crabbe,28
2389,HARRY,film 2,harry,Aberforth Dumbledore,12
2390,HARRY,film 2,harry,Albus Percival Wulfric Brian Dumbledore,12
2391,HARRY,film 2,harry,Albus Severus Potter,6
2392,HARRY,film 2,harry,Argus Filch,4
2393,HARRY,film 2,harry,Arthur Weasley,2
2394,HARRY,film 2,harry,Bill William Arthur Weasley,2
2395,HARRY,film 2,harry,Charles Weasley,2
2396,HARRY,film 2,harry,Colin Creevey,6
2397,HARRY,film 2,harry,Dobby,26
2398,HARRY,film 2,harry,Draco Malfoy,12
2399,HARRY,film 2,harry,Dudley Dursley,2
2400,HARRY,film 2,harry,Fred Weasley,4
2401,HARRY,film 2,harry,George Weasley,4
2402,HARRY,film 2,harry,Gilderoy Lockhart,4
2403,HARRY,film 2,harry,Ginevra Ginny Molly Weasley,16
2404,HARRY,film 2,harry,Godric Gryffindor,2
2405,HARRY,film 2,harry,Gregory Goyle,2
2406,HARRY,film 2,harry,Harry James Potter,4
2407,HARRY,film 2,harry,Hermione Jean Granger,22
2408,HARRY,film 2,harry,James Potter,4
2409,HARRY,film 2,harry,James Sirius Potter,4
2410,HARRY,film 2,harry,Justin Finch-Fletchley,4
2411,HARRY,film 2,harry,Lily J. Potter,4
2412,HARRY,film 2,harry,Lucius Malfoy,12
2413,HARRY,film 2,harry,Minerva McGonagall,2
2414,HARRY,film 2,harry,Molly Weasley,2
2415,HARRY,film 2,harry,Myrtle Elizabeth Warren Moaning Myrtle,6
2416,HARRY,film 2,harry,Narcissa Malfoy,12
2417,HARRY,film 2,harry,Nicholas de Mimsy-Porpington,52
2418,HARRY,film 2,harry,Oliver Wood,2
2419,HARRY,film 2,harry,Percy Ignatius Weasley,2
2420,HARRY,film 2,harry,Ronald Bilius Weasley,2
2421,HARRY,film 2,harry,Rubeus Hagrid,28
2422,HARRY,film 2,harry,Salazar Slytherin,10
2423,HARRY,film 2,harry,Scorpius Hyperion Malfoy,12
2424,HARRY,film 2,harry,Tom Marvolo Riddle,14
2425,HARRY,film 2,harry,Vincent Crabbe,4
2426,HARRY,film 2,hermione,Aberforth Dumbledore,66
2427,HARRY,film 2,hermione,Albus Percival Wulfric Brian Dumbledore,66
2428,HARRY,film 2,hermione,Albus Severus Potter,33
2429,HARRY,film 2,hermione,Argus Filch,22
2430,HARRY,film 2,hermione,Arthur Weasley,11
2431,HARRY,film 2,hermione,Bill William Arthur Weasley,11
2432,HARRY,film 2,hermione,Charles Weasley,11
2433,HARRY,film 2,hermione,Colin Creevey,33
2434,HARRY,film 2,hermione,Dobby,143
2435,HARRY,film 2,hermione,Draco Malfoy,66
2436,HARRY,film 2,hermione,Dudley Dursley,11
2437,HARRY,film 2,hermione,Fred Weasley,22
2438,HARRY,film 2,hermione,George Weasley,22
2439,HARRY,film 2,hermione,Gilderoy Lockhart,22
2440,HARRY,film 2,hermione,Ginevra Ginny Molly Weasley,88
2441,HARRY,film 2,hermione,Godric Gryffindor,11
2442,HARRY,film 2,hermione,Gregory Goyle,11
2443,HARRY,film 2,hermione,Harry James Potter,22
2444,HARRY,film 2,hermione,Hermione Jean Granger,121
2445,HARRY,film 2,hermione,James Potter,22
2446,HARRY,film 2,hermione,James Sirius Potter,22
2447,HARRY,film 2,hermione,Justin Finch-Fletchley,22
2448,HARRY,film 2,hermione,Lily J. Potter,22
2449,HARRY,film 2,hermione,Lucius Malfoy,66
2450,HARRY,film 2,hermione,Minerva McGonagall,11
2451,HARRY,film 2,hermione,Molly Weasley,11
2452,HARRY,film 2,hermione,Myrtle Elizabeth Warren Moaning Myrtle,33
2453,HARRY,film 2,hermione,Narcissa Malfoy,66
2454,HARRY,film 2,hermione,Nicholas de Mimsy-Porpington,286
2455,HARRY,film 2,hermione,Oliver Wood,11
2456,HARRY,film 2,hermione,Percy Ignatius Weasley,11
2457,HARRY,film 2,hermione,Ronald Bilius Weasley,11
2458,HARRY,film 2,hermione,Rubeus Hagrid,154
2459,HARRY,film 2,hermione,Salazar Slytherin,55
2460,HARRY,film 2,hermione,Scorpius Hyperion Malfoy,66
2461,HARRY,film 2,hermione,Tom Marvolo Riddle,77
2462,HARRY,film 2,hermione,Vincent Crabbe,22
2463,HARRY,film 2,justin,Aberforth Dumbledore,18
2464,HARRY,film 2,justin,Albus Percival Wulfric Brian Dumbledore,18
2465,HARRY,film 2,justin,Albus Severus Potter,9
2466,HARRY,film 2,justin,Argus Filch,6
2467,HARRY,film 2,justin,Arthur Weasley,3
2468,HARRY,film 2,justin,Bill William Arthur Weasley,3
2469,HARRY,film 2,justin,Charles Weasley,3
2470,HARRY,film 2,justin,Colin Creevey,9
2471,HARRY,film 2,justin,Dobby,39
2472,HARRY,film 2,justin,Draco Malfoy,18
2473,HARRY,film 2,justin,Dudley Dursley,3
2474,HARRY,film 2,justin,Fred Weasley,6
2475,HARRY,film 2,justin,George Weasley,6
2476,HARRY,film 2,justin,Gilderoy Lockhart,6
2477,HARRY,film 2,justin,Ginevra Ginny Molly Weasley,24
2478,HARRY,film 2,justin,Godric Gryffindor,3
2479,HARRY,film 2,justin,Gregory Goyle,3
2480,HARRY,film 2,justin,Harry James Potter,6
2481,HARRY,film 2,justin,Hermione Jean Granger,33
2482,HARRY,film 2,justin,James Potter,6
2483,HARRY,film 2,justin,James Sirius Potter,6
2484,HARRY,film 2,justin,Justin Finch-Fletchley,6
2485,HARRY,film 2,justin,Lily J. Potter,6
2486,HARRY,film 2,justin,Lucius Malfoy,18
2487,HARRY,film 2,justin,Minerva McGonagall,3
2488,HARRY,film 2,justin,Molly Weasley,3
2489,HARRY,film 2,justin,Myrtle Elizabeth Warren Moaning Myrtle,9
2490,HARRY,film 2,justin,Narcissa Malfoy,18
2491,HARRY,film 2,justin,Nicholas de Mimsy-Porpington,78
2492,HARRY,film 2,justin,Oliver Wood,3
2493,HARRY,film 2,justin,Percy Ignatius Weasley,3
2494,HARRY,film 2,justin,Ronald Bilius Weasley,3
2495,HARRY,film 2,justin,Rubeus Hagrid,42
2496,HARRY,film 2,justin,Salazar Slytherin,15
2497,HARRY,film 2,justin,Scorpius Hyperion Malfoy,18
2498,HARRY,film 2,justin,Tom Marvolo Riddle,21
2499,HARRY,film 2,justin,Vincent Crabbe,6
2500,HARRY,film 2,lockhart,Aberforth Dumbledore,12
2501,HARRY,film 2,lockhart,Albus Percival Wulfric Brian Dumbledore,12
2502,HARRY,film 2,lockhart,Albus Severus Potter,6
2503,HARRY,film 2,lockhart,Argus Filch,4
2504,HARRY,film 2,lockhart,Arthur Weasley,2
2505,HARRY,film 2,lockhart,Bill William Arthur Weasley,2
2506,HARRY,film 2,lockhart,Charles Weasley,2
2507,HARRY,film 2,lockhart,Colin Creevey,6
2508,HARRY,film 2,lockhart,Dobby,26
2509,HARRY,film 2,lockhart,Draco Malfoy,12
2510,HARRY,film 2,lockhart,Dudley Dursley,2
2511,HARRY,film 2,lockhart,Fred Weasley,4
2512,HARRY,film 2,lockhart,George Weasley,4
2513,HARRY,film 2,lockhart,Gilderoy Lockhart,4
2514,HARRY,film 2,lockhart,Ginevra Ginny Molly Weasley,16
2515,HARRY,film 2,lockhart,Godric Gryffindor,2
2516,HARRY,film 2,lockhart,Gregory Goyle,2
2517,HARRY,film 2,lockhart,Harry James Potter,4
2518,HARRY,film 2,lockhart,Hermione Jean Granger,22
2519,HARRY,film 2,lockhart,James Potter,4
2520,HARRY,film 2,lockhart,James Sirius Potter,4
2521,HARRY,film 2,lockhart,Justin Finch-Fletchley,4
2522,HARRY,film 2,lockhart,Lily J. Potter,4
2523,HARRY,film 2,lockhart,Lucius Malfoy,12
2524,HARRY,film 2,lockhart,Minerva McGonagall,2
2525,HARRY,film 2,lockhart,Molly Weasley,2
2526,HARRY,film 2,lockhart,Myrtle Elizabeth Warren Moaning Myrtle,6
2527,HARRY,film 2,lockhart,Narcissa Malfoy,12
2528,HARRY,film 2,lockhart,Nicholas de Mimsy-Porpington,52
2529,HARRY,film 2,lockhart,Oliver Wood,2
2530,HARRY,film 2,lockhart,Percy Ignatius Weasley,2
2531,HARRY,film 2,lockhart,Ronald Bilius Weasley,2
2532,HARRY,film 2,lockhart,Rubeus Hagrid,28
2533,HARRY,film 2,lockhart,Salazar Slytherin,10
2534,HARRY,film 2,lockhart,Scorpius Hyperion Malfoy,12
2535,HARRY,film 2,lockhart,Tom Marvolo Riddle,14
2536,HARRY,film 2,lockhart,Vincent Crabbe,4
2537,HARRY,film 2,malfoy,Aberforth Dumbledore,30
2538,HARRY,film 2,malfoy,Albus Percival Wulfric Brian Dumbledore,30
2539,HARRY,film 2,malfoy,Albus Severus Potter,15
2540,HARRY,film 2,malfoy,Argus Filch,10
2541,HARRY,film 2,malfoy,Arthur Weasley,5
2542,HARRY,film 2,malfoy,Bill William Arthur Weasley,5
2543,HARRY,film 2,malfoy,Charles Weasley,5
2544,HARRY,film 2,malfoy,Colin Creevey,15
2545,HARRY,film 2,malfoy,Dobby,65
2546,HARRY,film 2,malfoy,Draco Malfoy,30
2547,HARRY,film 2,malfoy,Dudley Dursley,5
2548,HARRY,film 2,malfoy,Fred Weasley,10
2549,HARRY,film 2,malfoy,George Weasley,10
2550,HARRY,film 2,malfoy,Gilderoy Lockhart,10
2551,HARRY,film 2,malfoy,Ginevra Ginny Molly Weasley,40
2552,HARRY,film 2,malfoy,Godric Gryffindor,5
2553,HARRY,film 2,malfoy,Gregory Goyle,5
2554,HARRY,film 2,malfoy,Harry James Potter,10
2555,HARRY,film 2,malfoy,Hermione Jean Granger,55
2556,HARRY,film 2,malfoy,James Potter,10
2557,HARRY,film 2,malfoy,James Sirius Potter,10
2558,HARRY,film 2,malfoy,Justin Finch-Fletchley,10
2559,HARRY,film 2,malfoy,Lily J. Potter,10
2560,HARRY,film 2,malfoy,Lucius Malfoy,30
2561,HARRY,film 2,malfoy,Minerva McGonagall,5
2562,HARRY,film 2,malfoy,Molly Weasley,5
2563,HARRY,film 2,malfoy,Myrtle Elizabeth Warren Moaning Myrtle,15
2564,HARRY,film 2,malfoy,Narcissa Malfoy,30
2565,HARRY,film 2,malfoy,Nicholas de Mimsy-Porpington,130
2566,HARRY,film 2,malfoy,Oliver Wood,5
2567,HARRY,film 2,malfoy,Percy Ignatius Weasley,5
2568,HARRY,film 2,malfoy,Ronald Bilius Weasley,5
2569,HARRY,film 2,malfoy,Rubeus Hagrid,70
2570,HARRY,film 2,malfoy,Salazar Slytherin,25
2571,HARRY,film 2,malfoy,Scorpius Hyperion Malfoy,30
2572,HARRY,film 2,malfoy,Tom Marvolo Riddle,35
2573,HARRY,film 2,malfoy,Vincent Crabbe,10
2574,HARRY,film 2,mcgonagall,Aberforth Dumbledore,6
2575,HARRY,film 2,mcgonagall,Albus Percival Wulfric Brian Dumbledore,6
2576,HARRY,film 2,mcgonagall,Albus Severus Potter,3
2577,HARRY,film 2,mcgonagall,Argus Filch,2
2578,HARRY,film 2,mcgonagall,Arthur Weasley,1
2579,HARRY,film 2,mcgonagall,Bill William Arthur Weasley,1
2580,HARRY,film 2,mcgonagall,Charles Weasley,1
2581,HARRY,film 2,mcgonagall,Colin Creevey,3
2582,HARRY,film 2,mcgonagall,Dobby,13
2583,HARRY,film 2,mcgonagall,Draco Malfoy,6
2584,HARRY,film 2,mcgonagall,Dudley Dursley,1
2585,HARRY,film 2,mcgonagall,Fred Weasley,2
2586,HARRY,film 2,mcgonagall,George Weasley,2
2587,HARRY,film 2,mcgonagall,Gilderoy Lockhart,2
2588,HARRY,film 2,mcgonagall,Ginevra Ginny Molly Weasley,8
2589,HARRY,film 2,mcgonagall,Godric Gryffindor,1
2590,HARRY,film 2,mcgonagall,Gregory Goyle,1
2591,HARRY,film 2,mcgonagall,Harry James Potter,2
2592,HARRY,film 2,mcgonagall,Hermione Jean Granger,11
2593,HARRY,film 2,mcgonagall,James Potter,2
2594,HARRY,film 2,mcgonagall,James Sirius Potter,2
2595,HARRY,film 2,mcgonagall,Justin Finch-Fletchley,2
2596,HARRY,film 2,mcgonagall,Lily J. Potter,2
2597,HARRY,film 2,mcgonagall,Lucius Malfoy,6
2598,HARRY,film 2,mcgonagall,Minerva McGonagall,1
2599,HARRY,film 2,mcgonagall,Molly Weasley,1
2600,HARRY,film 2,mcgonagall,Myrtle Elizabeth Warren Moaning Myrtle,3
2601,HARRY,film 2,mcgonagall,Narcissa Malfoy,6
2602,HARRY,film 2,mcgonagall,Nicholas de Mimsy-Porpington,26
2603,HARRY,film 2,mcgonagall,Oliver Wood,1
2604,HARRY,film 2,mcgonagall,Percy Ignatius Weasley,1
2605,HARRY,film 2,mcgonagall,Ronald Bilius Weasley,1
2606,HARRY,film 2,mcgonagall,Rubeus Hagrid,14
2607,HARRY,film 2,mcgonagall,Salazar Slytherin,5
2608,HARRY,film 2,mcgonagall,Scorpius Hyperion Malfoy,6
2609,HARRY,film 2,mcgonagall,Tom Marvolo Riddle,7
2610,HARRY,film 2,mcgonagall,Vincent Crabbe,2
2611,HARRY,film 2,myrtle,Aberforth Dumbledore,18
2612,HARRY,film 2,myrtle,Albus Percival Wulfric Brian Dumbledore,18
2613,HARRY,film 2,myrtle,Albus Severus Potter,9
2614,HARRY,film 2,myrtle,Argus Filch,6
2615,HARRY,film 2,myrtle,Arthur Weasley,3
2616,HARRY,film 2,myrtle,Bill William Arthur Weasley,3
2617,HARRY,film 2,myrtle,Charles Weasley,3
2618,HARRY,film 2,myrtle,Colin Creevey,9
2619,HARRY,film 2,myrtle,Dobby,39
2620,HARRY,film 2,myrtle,Draco Malfoy,18
2621,HARRY,film 2,myrtle,Dudley Dursley,3
2622,HARRY,film 2,myrtle,Fred Weasley,6
2623,HARRY,film 2,myrtle,George Weasley,6
2624,HARRY,film 2,myrtle,Gilderoy Lockhart,6
2625,HARRY,film 2,myrtle,Ginevra Ginny Molly Weasley,24
2626,HARRY,film 2,myrtle,Godric Gryffindor,3
2627,HARRY,film 2,myrtle,Gregory Goyle,3
2628,HARRY,film 2,myrtle,Harry James Potter,6
2629,HARRY,film 2,myrtle,Hermione Jean Granger,33
2630,HARRY,film 2,myrtle,James Potter,6
2631,HARRY,film 2,myrtle,James Sirius Potter,6
2632,HARRY,film 2,myrtle,Justin Finch-Fletchley,6
2633,HARRY,film 2,myrtle,Lily J. Potter,6
2634,HARRY,film 2,myrtle,Lucius Malfoy,18
2635,HARRY,film 2,myrtle,Minerva McGonagall,3
2636,HARRY,film 2,myrtle,Molly Weasley,3
2637,HARRY,film 2,myrtle,Myrtle Elizabeth Warren Moaning Myrtle,9
2638,HARRY,film 2,myrtle,Narcissa Malfoy,18
2639,HARRY,film 2,myrtle,Nicholas de Mimsy-Porpington,78
2640,HARRY,film 2,myrtle,Oliver Wood,3
2641,HARRY,film 2,myrtle,Percy Ignatius Weasley,3
2642,HARRY,film 2,myrtle,Ronald Bilius Weasley,3
2643,HARRY,film 2,myrtle,Rubeus Hagrid,42
2644,HARRY,film 2,myrtle,Salazar Slytherin,15
2645,HARRY,film 2,myrtle,Scorpius Hyperion Malfoy,18
2646,HARRY,film 2,myrtle,Tom Marvolo Riddle,21
2647,HARRY,film 2,myrtle,Vincent Crabbe,6
2648,HARRY,film 2,potter,Aberforth Dumbledore,12
2649,HARRY,film 2,potter,Albus Percival Wulfric Brian Dumbledore,12
2650,HARRY,film 2,potter,Albus Severus Potter,6
2651,HARRY,film 2,potter,Argus Filch,4
2652,HARRY,film 2,potter,Arthur Weasley,2
2653,HARRY,film 2,potter,Bill William Arthur Weasley,2
2654,HARRY,film 2,potter,Charles Weasley,2
2655,HARRY,film 2,potter,Colin Creevey,6
2656,HARRY,film 2,potter,Dobby,26
2657,HARRY,film 2,potter,Draco Malfoy,12
2658,HARRY,film 2,potter,Dudley Dursley,2
2659,HARRY,film 2,potter,Fred Weasley,4
2660,HARRY,film 2,potter,George Weasley,4
2661,HARRY,film 2,potter,Gilderoy Lockhart,4
2662,HARRY,film 2,potter,Ginevra Ginny Molly Weasley,16
2663,HARRY,film 2,potter,Godric Gryffindor,2
2664,HARRY,film 2,potter,Gregory Goyle,2
2665,HARRY,film 2,potter,Harry James Potter,4
2666,HARRY,film 2,potter,Hermione Jean Granger,22
2667,HARRY,film 2,potter,James Potter,4
2668,HARRY,film 2,potter,James Sirius Potter,4
2669,HARRY,film 2,potter,Justin Finch-Fletchley,4
2670,HARRY,film 2,potter,Lily J. Potter,4
2671,HARRY,film 2,potter,Lucius Malfoy,12
2672,HARRY,film 2,potter,Minerva McGonagall,2
2673,HARRY,film 2,potter,Molly Weasley,2
2674,HARRY,film 2,potter,Myrtle Elizabeth Warren Moaning Myrtle,6
2675,HARRY,film 2,potter,Narcissa Malfoy,12
2676,HARRY,film 2,potter,Nicholas de Mimsy-Porpington,52
2677,HARRY,film 2,potter,Oliver Wood,2
2678,HARRY,film 2,potter,Percy Ignatius Weasley,2
2679,HARRY,film 2,potter,Ronald Bilius Weasley,2
2680,HARRY,film 2,potter,Rubeus Hagrid,28
2681,HARRY,film 2,potter,Salazar Slytherin,10
2682,HARRY,film 2,potter,Scorpius Hyperion Malfoy,12
2683,HARRY,film 2,potter,Tom Marvolo Riddle,14
2684,HARRY,film 2,potter,Vincent Crabbe,4
2685,HARRY,film 2,riddle,Aberforth Dumbledore,30
2686,HARRY,film 2,riddle,Albus Percival Wulfric Brian Dumbledore,30
2687,HARRY,film 2,riddle,Albus Severus Potter,15
2688,HARRY,film 2,riddle,Argus Filch,10
2689,HARRY,film 2,riddle,Arthur Weasley,5
2690,HARRY,film 2,riddle,Bill William Arthur Weasley,5
2691,HARRY,film 2,riddle,Charles Weasley,5
2692,HARRY,film 2,riddle,Colin Creevey,15
2693,HARRY,film 2,riddle,Dobby,65
2694,HARRY,film 2,riddle,Draco Malfoy,30
2695,HARRY,film 2,riddle,Dudley Dursley,5
2696,HARRY,film 2,riddle,Fred Weasley,10
2697,HARRY,film 2,riddle,George Weasley,10
2698,HARRY,film 2,riddle,Gilderoy Lockhart,10
2699,HARRY,film 2,riddle,Ginevra Ginny Molly Weasley,40
2700,HARRY,film 2,riddle,Godric Gryffindor,5
2701,HARRY,film 2,riddle,Gregory Goyle,5
2702,HARRY,film 2,riddle,Harry James Potter,10
2703,HARRY,film 2,riddle,Hermione Jean Granger,55
2704,HARRY,film 2,riddle,James Potter,10
2705,HARRY,film 2,riddle,James Sirius Potter,10
2706,HARRY,film 2,riddle,Justin Finch-Fletchley,10
2707,HARRY,film 2,riddle,Lily J. Potter,10
2708,HARRY,film 2,riddle,Lucius Malfoy,30
2709,HARRY,film 2,riddle,Minerva McGonagall,5
2710,HARRY,film 2,riddle,Molly Weasley,5
2711,HARRY,film 2,riddle,Myrtle Elizabeth Warren Moaning Myrtle,15
2712,HARRY,film 2,riddle,Narcissa Malfoy,30
2713,HARRY,film 2,riddle,Nicholas de Mimsy-Porpington,130
2714,HARRY,film 2,riddle,Oliver Wood,5
2715,HARRY,film 2,riddle,Percy Ignatius Weasley,5
2716,HARRY,film 2,riddle,Ronald Bilius Weasley,5
2717,HARRY,film 2,riddle,Rubeus Hagrid,70
2718,HARRY,film 2,riddle,Salazar Slytherin,25
2719,HARRY,film 2,riddle,Scorpius Hyperion Malfoy,30
2720,HARRY,film 2,riddle,Tom Marvolo Riddle,35
2721,HARRY,film 2,riddle,Vincent Crabbe,10
2722,HARRY,film 2,slytherin,Aberforth Dumbledore,30
2723,HARRY,film 2,slytherin,Albus Percival Wulfric Brian Dumbledore,30
2724,HARRY,film 2,slytherin,Albus Severus Potter,15
2725,HARRY,film 2,slytherin,Argus Filch,10
2726,HARRY,film 2,slytherin,Arthur Weasley,5
2727,HARRY,film 2,slytherin,Bill William Arthur Weasley,5
2728,HARRY,film 2,slytherin,Charles Weasley,5
2729,HARRY,film 2,slytherin,Colin Creevey,15
2730,HARRY,film 2,slytherin,Dobby,65
2731,HARRY,film 2,slytherin,Draco Malfoy,30
2732,HARRY,film 2,slytherin,Dudley Dursley,5
2733,HARRY,film 2,slytherin,Fred Weasley,10
2734,HARRY,film 2,slytherin,George Weasley,10
2735,HARRY,film 2,slytherin,Gilderoy Lockhart,10
2736,HARRY,film 2,slytherin,Ginevra Ginny Molly Weasley,40
2737,HARRY,film 2,slytherin,Godric Gryffindor,5
2738,HARRY,film 2,slytherin,Gregory Goyle,5
2739,HARRY,film 2,slytherin,Harry James Potter,10
2740,HARRY,film 2,slytherin,Hermione Jean Granger,55
2741,HARRY,film 2,slytherin,James Potter,10
2742,HARRY,film 2,slytherin,James Sirius Potter,10
2743,HARRY,film 2,slytherin,Justin Finch-Fletchley,10
2744,HARRY,film 2,slytherin,Lily J. Potter,10
2745,HARRY,film 2,slytherin,Lucius Malfoy,30
2746,HARRY,film 2,slytherin,Minerva McGonagall,5
2747,HARRY,film 2,slytherin,Molly Weasley,5
2748,HARRY,film 2,slytherin,Myrtle Elizabeth Warren Moaning Myrtle,15
2749,HARRY,film 2,slytherin,Narcissa Malfoy,30
2750,HARRY,film 2,slytherin,Nicholas de Mimsy-Porpington,130
2751,HARRY,film 2,slytherin,Oliver Wood,5
2752,HARRY,film 2,slytherin,Percy Ignatius Weasley,5
2753,HARRY,film 2,slytherin,Ronald Bilius Weasley,5
2754,HARRY,film 2,slytherin,Rubeus Hagrid,70
2755,HARRY,film 2,slytherin,Salazar Slytherin,25
2756,HARRY,film 2,slytherin,Scorpius Hyperion Malfoy,30
2757,HARRY,film 2,slytherin,Tom Marvolo Riddle,35
2758,HARRY,film 2,slytherin,Vincent Crabbe,10
2759,HARRY,film 2,tom,Aberforth Dumbledore,48
2760,HARRY,film 2,tom,Albus Percival Wulfric Brian Dumbledore,48
2761,HARRY,film 2,tom,Albus Severus Potter,24
2762,HARRY,film 2,tom,Argus Filch,16
2763,HARRY,film 2,tom,Arthur Weasley,8
2764,HARRY,film 2,tom,Bill William Arthur Weasley,8
2765,HARRY,film 2,tom,Charles Weasley,8
2766,HARRY,film 2,tom,Colin Creevey,24
2767,HARRY,film 2,tom,Dobby,104
2768,HARRY,film 2,tom,Draco Malfoy,48
2769,HARRY,film 2,tom,Dudley Dursley,8
2770,HARRY,film 2,tom,Fred Weasley,16
2771,HARRY,film 2,tom,George Weasley,16
2772,HARRY,film 2,tom,Gilderoy Lockhart,16
2773,HARRY,film 2,tom,Ginevra Ginny Molly Weasley,64
2774,HARRY,film 2,tom,Godric Gryffindor,8
